word,sent_num,pos
realms,54,NN
I,54,PRP
formed,54,VBD
an,54,DT
idea,54,NN
of,54,IN
my,54,PRP$
own,54,JJ
:,54,:
shadowy,54,NN
",",54,","
like,54,IN
all,54,PDT
the,54,DT
half-comprehended,54,JJ
notions,54,NNS
that,54,WDT
float,54,VBP
dim,54,RB
through,54,IN
children,54,NNS
's,54,POS
brains,54,NNS
",",54,","
but,54,CC
strangely,54,RB
impressive,54,JJ
.,54,.
The,55,DT
words,55,NNS
in,55,IN
these,55,DT
introductory,55,JJ
pages,55,NNS
connected,55,VBN
themselves,55,PRP
with,55,IN
the,55,DT
succeeding,55,VBG
vignettes,55,NNS
",",55,","
and,55,CC
gave,55,VBD
significance,55,NN
to,55,TO
the,55,DT
rock,55,NN
standing,55,VBG
up,55,RP
alone,55,RB
in,55,IN
a,55,DT
sea,55,NN
of,55,IN
billow,55,NN
and,55,CC
spray,55,NN
;,55,:
to,55,TO
the,55,DT
broken,55,JJ
boat,55,NN
stranded,55,VBD
on,55,IN
a,55,DT
desolate,55,NN
coast,55,NN
;,55,:
to,55,TO
the,55,DT
cold,55,NN
and,55,CC
ghastly,55,RB
moon,55,NN
glancing,55,VBG
through,55,IN
bars,55,NNS
of,55,IN
cloud,55,NN
at,55,IN
a,55,DT
wreck,55,NN
just,55,RB
sinking,55,NN
.,55,.
I,56,PRP
can,56,MD
not,56,RB
tell,56,VB
what,56,WP
sentiment,56,NN
haunted,56,VBD
the,56,DT
quite,56,JJ
solitary,56,JJ
churchyard,56,NN
",",56,","
with,56,IN
its,56,PRP$
inscribed,56,JJ
headstone,56,NN
;,56,:
its,56,PRP$
gate,56,NN
",",56,","
its,56,PRP$
two,56,CD
trees,56,NNS
",",56,","
its,56,PRP$
low,56,JJ
horizon,56,NN
",",56,","
girdled,56,VBN
by,56,IN
a,56,DT
broken,56,NN
wall,56,NN
",",56,","
and,56,CC
its,56,PRP$
newly-risen,56,JJ
crescent,56,NN
",",56,","
attesting,56,VBG
the,56,DT
hour,56,NN
of,56,IN
eventide,56,NN
.,56,.
The,57,DT
two,57,CD
ships,57,NNS
becalmed,57,VBN
on,57,IN
a,57,DT
torpid,57,JJ
sea,57,NN
",",57,","
I,57,PRP
believed,57,VBD
to,57,TO
be,57,VB
marine,57,JJ
phantoms,57,NNS
.,57,.
The,58,DT
fiend,58,NN
pinning,58,VBG
down,58,RP
the,58,DT
thief,58,NN
's,58,POS
pack,58,NN
behind,58,IN
him,58,PRP
",",58,","
I,58,PRP
passed,58,VBD
over,58,IN
quickly,58,RB
:,58,:
it,58,PRP
was,58,VBD
an,58,DT
object,58,NN
of,58,IN
terror,58,NN
.,58,.
So,59,RB
was,59,VBD
the,59,DT
black,59,JJ
horned,59,JJ
thing,59,NN
seated,59,VBN
aloof,59,NN
on,59,IN
a,59,DT
rock,59,NN
",",59,","
surveying,59,VBG
a,59,DT
distant,59,JJ
crowd,59,NN
surrounding,59,VBG
a,59,DT
gallows,59,NNS
.,59,.
Each,60,DT
picture,60,NN
told,60,VBD
a,60,DT
story,60,NN
;,60,:
mysterious,60,JJ
often,60,RB
to,60,TO
my,60,PRP$
undeveloped,60,JJ
understanding,60,NN
and,60,CC
imperfect,60,JJ
feelings,60,NNS
",",60,","
yet,60,RB
ever,60,RB
profoundly,60,RB
interesting,60,JJ
:,60,:
as,60,RB
interesting,60,NN
as,60,IN
the,60,DT
tales,60,NNS
Bessie,60,NNP
sometimes,60,RB
narrated,60,VBD
on,60,IN
winter,60,NN
evenings,60,NNS
",",60,","
when,60,WRB
she,60,PRP
chanced,60,VBD
to,60,TO
be,60,VB
in,60,IN
good,60,JJ
humour,60,NN
;,60,:
and,60,CC
when,60,WRB
",",60,","
having,60,VBG
brought,60,VBN
her,60,PRP$
ironing-table,60,JJ
to,60,TO
the,60,DT
nursery,60,NN
hearth,60,NN
",",60,","
she,60,PRP
allowed,60,VBD
us,60,PRP
to,60,TO
sit,60,VB
about,60,IN
it,60,PRP
",",60,","
and,60,CC
while,60,IN
she,60,PRP
got,60,VBD
up,60,RB
Mrs.,60,NNP
Reed,60,NNP
's,60,POS
lace,60,NN
frills,60,NNS
",",60,","
and,60,CC
crimped,60,VBD
her,60,PRP$
nightcap,60,JJ
borders,60,NNS
",",60,","
fed,60,VBD
our,60,PRP$
eager,60,JJ
attention,60,NN
with,60,IN
passages,60,NNS
of,60,IN
love,60,NN
and,60,CC
adventure,60,NN
taken,60,VBN
from,60,IN
old,60,JJ
fairy,60,NN
tales,60,NNS
and,60,CC
other,60,JJ
ballads,60,NNS
;,60,:
or,60,CC
(,60,(
as,60,IN
at,60,IN
a,60,DT
later,60,JJ
period,60,NN
I,60,PRP
discovered,60,VBD
),60,)
from,60,IN
the,60,DT
pages,60,NNS
of,60,IN
Pamela,60,NNP
",",60,","
and,60,CC
Henry,60,NNP
",",60,","
Earl,60,NNP
of,60,IN
Moreland,60,NNP
.,60,.
With,61,IN
Bewick,61,NNP
on,61,IN
my,61,PRP$
knee,61,NN
",",61,","
I,61,PRP
was,61,VBD
then,61,RB
happy,61,JJ
:,61,:
happy,61,JJ
at,61,IN
least,61,JJS
in,61,IN
my,61,PRP$
way,61,NN
.,61,.
I,62,PRP
feared,62,VBD
nothing,62,NN
but,62,CC
interruption,62,NN
",",62,","
and,62,CC
that,62,IN
came,62,VBD
too,62,RB
soon,62,RB
.,62,.
The,63,DT
breakfast-,63,JJ
room,63,NN
door,63,NN
opened,63,VBD
.,63,.
``,64,``
Boh,64,NN
!,64,.
Madam,65,NNP
Mope,65,NN
!,65,.
'',65,''
cried,66,VBD
the,66,DT
voice,66,NN
of,66,IN
John,66,NNP
Reed,66,NNP
;,66,:
then,66,RB
he,66,PRP
paused,66,VBD
:,66,:
he,66,PRP
found,66,VBD
the,66,DT
room,66,NN
apparently,66,RB
empty,66,JJ
.,66,.
``,67,``
Where,67,WRB
the,67,DT
dickens,67,NN
is,67,VBZ
she,67,PRP
!,67,.
'',67,''
he,68,PRP
continued,68,VBD
.,68,.
``,69,``
Lizzy,69,NN
!,69,.
Georgy,70,NN
!,70,.
(,71,(
calling,71,VBG
to,71,TO
his,71,PRP$
sisters,71,NNS
),71,)
Joan,71,NNP
is,71,VBZ
not,71,RB
here,71,RB
:,71,:
tell,71,NN
mama,71,NN
she,71,PRP
is,71,VBZ
run,71,VBN
out,71,RP
into,71,IN
the,71,DT
rain,71,NN
--,71,:
bad,71,JJ
animal,71,NN
!,71,.
'',71,''
``,72,``
It,72,PRP
is,72,VBZ
well,72,RB
I,72,PRP
drew,72,VBD
the,72,DT
curtain,72,NN
",",72,","
'',72,''
thought,72,VBD
I,72,PRP
;,72,:
and,72,CC
I,72,PRP
wished,72,VBD
fervently,72,RB
he,72,PRP
might,72,MD
not,72,RB
discover,72,VB
my,72,PRP$
hiding-place,72,NN
:,72,:
nor,72,CC
would,72,MD
John,72,NNP
Reed,72,NNP
have,72,VBP
found,72,VBN
it,72,PRP
out,72,IN
himself,72,PRP
;,72,:
he,72,PRP
was,72,VBD
not,72,RB
quick,72,JJ
either,72,NN
of,72,IN
vision,72,NN
or,72,CC
conception,72,NN
;,72,:
but,72,CC
Eliza,72,NNP
just,72,RB
put,72,VBD
her,72,PRP$
head,72,NN
in,72,IN
at,72,IN
the,72,DT
door,72,NN
",",72,","
and,72,CC
said,72,VBD
at,72,IN
once,72,RB
--,72,:
'',72,''
She,72,PRP
is,72,VBZ
in,72,IN
the,72,DT
window-seat,72,NN
",",72,","
to,72,TO
be,72,VB
sure,72,JJ
",",72,","
Jack,72,NNP
.,72,.
'',72,''
And,73,CC
I,73,PRP
came,73,VBD
out,73,RP
immediately,73,RB
",",73,","
for,73,IN
I,73,PRP
trembled,73,VBD
at,73,IN
the,73,DT
idea,73,NN
of,73,IN
being,73,VBG
dragged,73,VBN
forth,73,NN
by,73,IN
the,73,DT
said,73,VBD
Jack,73,NNP
.,73,.
``,74,``
What,74,WP
do,74,VBP
you,74,PRP
want,74,VB
?,74,.
'',74,''
I,75,PRP
asked,75,VBD
",",75,","
with,75,IN
awkward,75,JJ
diffidence,75,NN
.,75,.
``,76,``
Say,76,NNP
",",76,","
'What,76,WP
do,76,VBP
you,76,PRP
want,76,VB
",",76,","
Master,76,NNP
Reed,76,NNP
?,76,.
',76,''
'',76,''
was,77,VBD
the,77,DT
answer,77,NN
.,77,.
``,78,``
I,78,PRP
want,78,VBP
you,78,PRP
to,78,TO
come,78,VB
here,78,RB
;,78,:
'',78,''
and,78,CC
seating,78,VBG
himself,78,PRP
in,78,IN
an,78,DT
arm-chair,78,NN
",",78,","
he,78,PRP
intimated,78,VBN
by,78,IN
a,78,DT
gesture,78,NN
that,78,IN
I,78,PRP
was,78,VBD
to,78,TO
approach,78,VB
and,78,CC
stand,78,VB
before,78,IN
him,78,PRP
.,78,.
John,79,NNP
Reed,79,NNP
was,79,VBD
a,79,DT
schoolboy,79,NN
of,79,IN
fourteen,79,JJ
years,79,NNS
old,79,JJ
;,79,:
four,79,CD
years,79,NNS
older,79,JJR
than,79,IN
I,79,PRP
",",79,","
for,79,IN
I,79,PRP
was,79,VBD
but,79,CC
ten,79,JJ
:,79,:
large,79,JJ
and,79,CC
stout,79,NN
for,79,IN
his,79,PRP$
age,79,NN
",",79,","
with,79,IN
a,79,DT
dingy,79,NN
and,79,CC
unwholesome,79,JJ
skin,79,NN
;,79,:
thick,79,JJ
lineaments,79,NNS
in,79,IN
a,79,DT
spacious,79,JJ
visage,79,NN
",",79,","
heavy,79,JJ
limbs,79,NNS
and,79,CC
large,79,JJ
extremities,79,NNS
.,79,.
He,80,PRP
gorged,80,VBD
himself,80,PRP
habitually,80,RB
at,80,IN
table,80,NN
",",80,","
which,80,WDT
made,80,VBD
him,80,PRP
bilious,80,JJ
",",80,","
and,80,CC
gave,80,VBD
him,80,PRP
a,80,DT
dim,80,NN
and,80,CC
bleared,80,VBD
eye,80,NN
and,80,CC
flabby,80,JJ
cheeks,80,NN
.,80,.
He,81,PRP
ought,81,MD
now,81,RB
to,81,TO
have,81,VB
been,81,VBN
at,81,IN
school,81,NN
;,81,:
but,81,CC
his,81,PRP$
mama,81,NN
had,81,VBD
taken,81,VBN
him,81,PRP
home,81,NN
for,81,IN
a,81,DT
month,81,NN
or,81,CC
two,81,CD
",",81,","
``,81,``
on,81,IN
account,81,NN
of,81,IN
his,81,PRP$
delicate,81,JJ
health,81,NN
.,81,.
'',81,''
Mr,82,NNP
.,82,.
Miles,83,NNS
",",83,","
the,83,DT
master,83,NN
",",83,","
affirmed,83,VBD
that,83,IN
he,83,PRP
would,83,MD
do,83,VB
very,83,RB
well,83,RB
if,83,IN
he,83,PRP
had,83,VBD
fewer,83,JJR
cakes,83,NNS
and,83,CC
sweetmeats,83,NNS
sent,83,VBD
him,83,PRP
from,83,IN
home,83,NN
;,83,:
but,83,CC
the,83,DT
mother,83,NN
's,83,POS
heart,83,NN
turned,83,VBD
from,83,IN
an,83,DT
opinion,83,NN
so,83,RB
harsh,83,JJ
",",83,","
and,83,CC
inclined,83,VBD
rather,83,RB
to,83,TO
the,83,DT
more,83,RBR
refined,83,JJ
idea,83,NN
that,83,WDT
John's,83,NNP
sallowness,83,NN
was,83,VBD
owing,83,VBG
to,83,TO
over-application,83,NN
and,83,CC
",",83,","
perhaps,83,RB
",",83,","
to,83,TO
pining,83,VBG
after,83,IN
home,83,NN
.,83,.
John,84,NNP
had,84,VBD
not,84,RB
much,84,JJ
affection,84,NN
for,84,IN
his,84,PRP$
mother,84,NN
and,84,CC
sisters,84,NNS
",",84,","
and,84,CC
an,84,DT
antipathy,84,NN
to,84,TO
me,84,PRP
.,84,.
He,85,PRP
bullied,85,VBD
and,85,CC
punished,85,VBD
me,85,PRP
;,85,:
not,85,RB
two,85,CD
or,85,CC
three,85,CD
times,85,NNS
in,85,IN
the,85,DT
week,85,NN
",",85,","
nor,85,CC
once,85,RB
or,85,CC
twice,85,RB
in,85,IN
the,85,DT
day,85,NN
",",85,","
but,85,CC
continually,85,RB
:,85,:
every,85,DT
nerve,85,NN
I,85,PRP
had,85,VBD
feared,85,VBN
him,85,PRP
",",85,","
and,85,CC
every,85,DT
morsel,85,NN
of,85,IN
flesh,85,NN
in,85,IN
my,85,PRP$
bones,85,NNS
shrank,85,VBD
when,85,WRB
he,85,PRP
came,85,VBD
near,85,RB
.,85,.
There,86,EX
were,86,VBD
moments,86,NNS
when,86,WRB
I,86,PRP
was,86,VBD
bewildered,86,VBN
by,86,IN
the,86,DT
terror,86,NN
he,86,PRP
inspired,86,VBD
",",86,","
because,86,IN
I,86,PRP
had,86,VBD
no,86,DT
appeal,86,NN
whatever,86,WDT
against,86,IN
either,86,DT
his,86,PRP$
menaces,86,NNS
or,86,CC
his,86,PRP$
inflictions,86,NNS
;,86,:
the,86,DT
servants,86,NNS
did,86,VBD
not,86,RB
like,86,IN
to,86,TO
offend,86,VB
their,86,PRP$
young,86,JJ
master,86,NN
by,86,IN
taking,86,VBG
my,86,PRP$
part,86,NN
against,86,IN
him,86,PRP
",",86,","
and,86,CC
Mrs.,86,NNP
Reed,86,NNP
was,86,VBD
blind,86,JJ
and,86,CC
deaf,86,NN
on,86,IN
the,86,DT
subject,86,NN
:,86,:
she,86,PRP
never,86,RB
saw,86,VBD
him,86,PRP
strike,86,NN
or,86,CC
heard,86,NN
him,86,PRP
abuse,86,IN
me,86,PRP
",",86,","
though,86,IN
he,86,PRP
did,86,VBD
both,86,DT
now,86,RB
and,86,CC
then,86,RB
in,86,IN
her,86,PRP$
very,86,RB
presence,86,NN
",",86,","
more,86,RBR
frequently,86,RB
",",86,","
however,86,RB
",",86,","
behind,86,IN
her,86,PRP$
back,86,NN
.,86,.
Habitually,87,RB
obedient,87,JJ
to,87,TO
John,87,NNP
",",87,","
I,87,PRP
came,87,VBD
up,87,RB
to,87,TO
his,87,PRP$
chair,87,NN
:,87,:
he,87,PRP
spent,87,VBD
some,87,DT
three,87,CD
minutes,87,NNS
in,87,IN
thrusting,87,VBG
out,87,RP
his,87,PRP$
tongue,87,NN
at,87,IN
me,87,PRP
as,87,RB
far,87,RB
as,87,IN
he,87,PRP
could,87,MD
without,87,IN
damaging,87,VBG
the,87,DT
roots,87,NNS
:,87,:
I,87,PRP
knew,87,VBD
he,87,PRP
would,87,MD
soon,87,RB
strike,87,VB
",",87,","
and,87,CC
while,87,IN
dreading,87,VBG
the,87,DT
blow,87,NN
",",87,","
I,87,PRP
mused,87,VBD
on,87,IN
the,87,DT
disgusting,87,NN
and,87,CC
ugly,87,RB
appearance,87,NN
of,87,IN
him,87,PRP
who,87,WP
would,87,MD
presently,87,RB
deal,87,VB
it,87,PRP
.,87,.
I,88,PRP
wonder,88,VBP
if,88,IN
he,88,PRP
read,88,VBD
that,88,IN
notion,88,NN
in,88,IN
my,88,PRP$
face,88,NN
;,88,:
for,88,IN
",",88,","
all,88,DT
at,88,IN
once,88,RB
",",88,","
without,88,IN
speaking,88,NN
",",88,","
he,88,PRP
struck,88,VBD
suddenly,88,RB
and,88,CC
strongly,88,RB
.,88,.
I,89,PRP
tottered,89,VBD
",",89,","
and,89,CC
on,89,IN
regaining,89,VBG
my,89,PRP$
equilibrium,89,NN
retired,89,VBD
back,89,RP
a,89,DT
step,89,NN
or,89,CC
two,89,CD
from,89,IN
his,89,PRP$
chair,89,NN
.,89,.
``,90,``
That,90,DT
is,90,VBZ
for,90,IN
your,90,PRP$
impudence,90,NN
in,90,IN
answering,90,VBG
mama,90,NN
awhile,90,NN
since,90,IN
",",90,","
'',90,''
said,90,VBD
he,90,PRP
",",90,","
'',90,''
and,90,CC
for,90,IN
your,90,PRP$
sneaking,90,VBG
way,90,NN
of,90,IN
getting,90,VBG
behind,90,IN
curtains,90,NNS
",",90,","
and,90,CC
for,90,IN
the,90,DT
look,90,NN
you,90,PRP
had,90,VBD
in,90,IN
your,90,PRP$
eyes,90,NNS
two,90,CD
minutes,90,NNS
since,90,IN
",",90,","
you,90,PRP
rat,90,VBP
!,90,.
'',90,''
Accustomed,91,VBN
to,91,TO
John,91,NNP
Reed,91,NNP
's,91,POS
abuse,91,NN
",",91,","
I,91,PRP
never,91,RB
had,91,VBD
an,91,DT
idea,91,NN
of,91,IN
replying,91,VBG
to,91,TO
it,91,PRP
;,91,:
my,91,PRP$
care,91,NN
was,91,VBD
how,91,WRB
to,91,TO
endure,91,VB
the,91,DT
blow,91,NN
which,91,WDT
would,91,MD
certainly,91,RB
follow,91,VB
the,91,DT
insult,91,NN
.,91,.
``,92,``
What,92,WP
were,92,VBD
you,92,PRP
doing,92,VBG
behind,92,IN
the,92,DT
curtain,92,NN
?,92,.
'',92,''
he,93,PRP
asked,93,VBD
.,93,.
``,94,``
I,94,PRP
was,94,VBD
reading,94,VBG
.,94,.
'',94,''
``,95,``
Show,95,VB
the,95,DT
book,95,NN
.,95,.
'',95,''
I,96,PRP
returned,96,VBD
to,96,TO
the,96,DT
window,96,NN
and,96,CC
fetched,96,VBD
it,96,PRP
thence,96,NN
.,96,.
``,97,``
You,97,PRP
have,97,VBP
no,97,DT
business,97,NN
to,97,TO
take,97,VB
our,97,PRP$
books,97,NNS
;,97,:
you,97,PRP
are,97,VBP
a,97,DT
dependent,97,JJ
",",97,","
mama,97,NNP
says,97,VBZ
;,97,:
you,97,PRP
have,97,VBP
no,97,DT
money,97,NN
;,97,:
your,97,PRP$
father,97,NN
left,97,VBD
you,97,PRP
none,97,NN
;,97,:
you,97,PRP
ought,97,MD
to,97,TO
beg,97,VB
",",97,","
and,97,CC
not,97,RB
to,97,TO
live,97,VB
here,97,RB
with,97,IN
gentlemen,97,NNS
's,97,POS
children,97,NNS
like,97,IN
us,97,PRP
",",97,","
and,97,CC
eat,97,VBP
the,97,DT
same,97,JJ
meals,97,NNS
we,97,PRP
do,97,VBP
",",97,","
and,97,CC
wear,97,JJ
clothes,97,NNS
at,97,IN
our,97,PRP$
mama,97,NN
's,97,POS
expense,97,NN
.,97,.
Now,98,RB
",",98,","
I,98,PRP
'll,98,MD
teach,98,VB
you,98,PRP
to,98,TO
rummage,98,VB
my,98,PRP$
bookshelves,98,NNS
:,98,:
for,98,IN
they,98,PRP
_are_,98,VBP
mine,98,NN
;,98,:
all,98,PDT
the,98,DT
house,98,NN
belongs,98,VBZ
to,98,TO
me,98,PRP
",",98,","
or,98,CC
will,98,MD
do,98,VB
in,98,IN
a,98,DT
few,98,JJ
years,98,NNS
.,98,.
Go,99,NNP
and,99,CC
stand,99,NN
by,99,IN
the,99,DT
door,99,NN
",",99,","
out,99,IN
of,99,IN
the,99,DT
way,99,NN
of,99,IN
the,99,DT
mirror,99,NN
and,99,CC
the,99,DT
windows,99,NNS
.,99,.
'',99,''
I,100,PRP
did,100,VBD
so,100,RB
",",100,","
not,100,RB
at,100,IN
first,100,JJ
aware,100,JJ
what,100,WP
was,100,VBD
his,100,PRP$
intention,100,NN
;,100,:
but,100,CC
when,100,WRB
I,100,PRP
saw,100,VBD
him,100,PRP
lift,100,VB
and,100,CC
poise,100,VB
the,100,DT
book,100,NN
and,100,CC
stand,100,NN
in,100,IN
act,100,NN
to,100,TO
hurl,100,VB
it,100,PRP
",",100,","
I,100,PRP
instinctively,100,RB
started,100,VBD
aside,100,RB
with,100,IN
a,100,DT
cry,100,NN
of,100,IN
alarm,100,NN
:,100,:
not,100,RB
soon,100,RB
enough,100,RB
",",100,","
however,100,RB
;,100,:
the,100,DT
volume,100,NN
was,100,VBD
flung,100,RB
",",100,","
it,100,PRP
hit,100,VBD
me,100,PRP
",",100,","
and,100,CC
I,100,PRP
fell,100,VBD
",",100,","
striking,100,VBG
my,100,PRP$
head,100,NN
against,100,IN
the,100,DT
door,100,NN
and,100,CC
cutting,100,VBG
it,100,PRP
.,100,.
The,101,DT
cut,101,NN
bled,101,VBD
",",101,","
the,101,DT
pain,101,NN
was,101,VBD
sharp,101,JJ
:,101,:
my,101,PRP$
terror,101,NN
had,101,VBD
passed,101,VBN
its,101,PRP$
climax,101,NN
;,101,:
other,101,JJ
feelings,101,NNS
succeeded,101,VBN
.,101,.
``,102,``
Wicked,102,JJ
and,102,CC
cruel,102,JJ
boy,102,NN
!,102,.
'',102,''
I,103,PRP
said,103,VBD
.,103,.
``,104,``
You,104,PRP
are,104,VBP
like,104,IN
a,104,DT
murderer,104,NN
--,104,:
you,104,PRP
are,104,VBP
like,104,IN
a,104,DT
slave-driver,104,NN
--,104,:
you,104,PRP
are,104,VBP
like,104,IN
the,104,DT
Roman,104,NNP
emperors,104,NNS
!,104,.
'',104,''
I,105,PRP
had,105,VBD
read,105,VBN
Goldsmith,105,NNP
's,105,POS
History,105,NNP
of,105,IN
Rome,105,NNP
",",105,","
and,105,CC
had,105,VBD
formed,105,VBN
my,105,PRP$
opinion,105,NN
of,105,IN
Nero,105,NNP
",",105,","
Caligula,105,NNP
",",105,","
etc,105,NN
.,105,.
Also,106,RB
I,106,PRP
had,106,VBD
drawn,106,VBN
parallels,106,NNS
in,106,IN
silence,106,NN
",",106,","
which,106,WDT
I,106,PRP
never,106,RB
thought,106,VBD
thus,106,RB
to,106,TO
have,106,VB
declared,106,VBN
aloud,106,NNS
.,106,.
``,107,``
What,107,WP
!,107,.
what,108,WP
!,108,.
'',108,''
he,109,PRP
cried,109,VBD
.,109,.
``,110,``
Did,110,NNP
she,110,PRP
say,110,VB
that,110,IN
to,110,TO
me,110,PRP
?,110,.
Did,111,NNP
you,111,PRP
hear,111,VBP
her,111,PRP
",",111,","
Eliza,111,NNP
and,111,CC
Georgiana,111,NNP
?,111,.
Wo,112,VBP
n't,112,RB
I,112,PRP
tell,112,VB
mama,112,RB
?,112,.
but,113,CC
first,113,JJ
--,113,:
'',113,''
He,113,PRP
ran,113,VBD
headlong,113,RB
at,113,IN
me,113,PRP
:,113,:
I,113,PRP
felt,113,VBD
him,113,PRP
grasp,113,VB
my,113,PRP$
hair,113,NN
and,113,CC
my,113,PRP$
shoulder,113,NN
:,113,:
he,113,PRP
had,113,VBD
closed,113,VBN
with,113,IN
a,113,DT
desperate,113,JJ
thing,113,NN
.,113,.
I,114,PRP
really,114,RB
saw,114,VBD
in,114,IN
him,114,PRP
a,114,DT
tyrant,114,NN
",",114,","
a,114,DT
murderer,114,NN
.,114,.
I,115,PRP
felt,115,VBD
a,115,DT
drop,115,NN
or,115,CC
two,115,CD
of,115,IN
blood,115,NN
from,115,IN
my,115,PRP$
head,115,NN
trickle,115,VBP
down,115,IN
my,115,PRP$
neck,115,NN
",",115,","
and,115,CC
was,115,VBD
sensible,115,JJ
of,115,IN
somewhat,115,RB
pungent,115,JJ
suffering,115,NN
:,115,:
these,115,DT
sensations,115,NNS
for,115,IN
the,115,DT
time,115,NN
predominated,115,VBN
over,115,IN
fear,115,NN
",",115,","
and,115,CC
I,115,PRP
received,115,VBD
him,115,PRP
in,115,IN
frantic,115,JJ
sort,115,NN
.,115,.
I,116,PRP
do,116,VBP
n't,116,RB
very,116,RB
well,116,RB
know,116,VB
what,116,WP
I,116,PRP
did,116,VBD
with,116,IN
my,116,PRP$
hands,116,NNS
",",116,","
but,116,CC
he,116,PRP
called,116,VBD
me,116,PRP
``,116,``
Rat,116,NNP
!,116,.
Rat,117,NN
!,117,.
'',117,''
and,118,CC
bellowed,118,VBD
out,118,RP
aloud,118,NN
.,118,.
Aid,119,NN
was,119,VBD
near,119,IN
him,119,PRP
:,119,:
Eliza,119,NN
and,119,CC
Georgiana,119,NNP
had,119,VBD
run,119,VBN
for,119,IN
Mrs.,119,NNP
Reed,119,NNP
",",119,","
who,119,WP
was,119,VBD
gone,119,VBN
upstairs,119,JJ
:,119,:
she,119,PRP
now,119,RB
came,119,VBD
upon,119,IN
the,119,DT
scene,119,NN
",",119,","
followed,119,VBN
by,119,IN
Bessie,119,NNP
and,119,CC
her,119,PRP$
maid,119,NN
Abbot,119,NNP
.,119,.
We,120,PRP
were,120,VBD
parted,120,VBN
:,120,:
I,120,PRP
heard,120,VBD
the,120,DT
words,120,NNS
--,120,:
'',120,''
Dear,120,NN
!,120,.
dear,121,NN
!,121,.
What,122,WP
a,122,DT
fury,122,NN
to,122,TO
fly,122,VB
at,122,IN
Master,122,NNP
John,122,NNP
!,122,.
'',122,''
``,123,``
Did,123,NNP
ever,123,RB
anybody,123,NN
see,123,VB
such,123,JJ
a,123,DT
picture,123,NN
of,123,IN
passion,123,NN
!,123,.
'',123,''
Then,124,RB
Mrs.,124,NNP
Reed,124,NNP
subjoined,124,VBD
--,124,:
'',124,''
Take,124,VBP
her,124,PRP$
away,124,RB
to,124,TO
the,124,DT
red-room,124,NN
",",124,","
and,124,CC
lock,124,VBZ
her,124,PRP$
in,124,IN
there,124,EX
.,124,.
'',124,''
Four,125,CD
hands,125,NNS
were,125,VBD
immediately,125,RB
laid,125,VBN
upon,125,IN
me,125,PRP
",",125,","
and,125,CC
I,125,PRP
was,125,VBD
borne,125,JJ
upstairs,125,NNS
.,125,.
CHAPTER,126,NN
II,126,NNP
I,126,PRP
resisted,126,VBD
all,126,PDT
the,126,DT
way,126,NN
:,126,:
a,126,DT
new,126,JJ
thing,126,NN
for,126,IN
me,126,PRP
",",126,","
and,126,CC
a,126,DT
circumstance,126,NN
which,126,WDT
greatly,126,RB
strengthened,126,VBD
the,126,DT
bad,126,JJ
opinion,126,NN
Bessie,126,NNP
and,126,CC
Miss,126,NNP
Abbot,126,NNP
were,126,VBD
disposed,126,VBN
to,126,TO
entertain,126,VB
of,126,IN
me,126,PRP
.,126,.
The,127,DT
fact,127,NN
is,127,VBZ
",",127,","
I,127,PRP
was,127,VBD
a,127,DT
trifle,127,JJ
beside,127,NN
myself,127,PRP
;,127,:
or,127,CC
rather,127,RB
_out_,127,NN
of,127,IN
myself,127,NN
",",127,","
as,127,IN
the,127,DT
French,127,JJ
would,127,MD
say,127,VB
:,127,:
I,127,PRP
was,127,VBD
conscious,127,JJ
that,127,IN
a,127,DT
moment's,127,NN
mutiny,127,NN
had,127,VBD
already,127,RB
rendered,127,VBN
me,127,PRP
liable,127,JJ
to,127,TO
strange,127,VB
penalties,127,NNS
",",127,","
and,127,CC
",",127,","
like,127,IN
any,127,DT
other,127,JJ
rebel,127,NN
slave,127,VBP
",",127,","
I,127,PRP
felt,127,VBD
resolved,127,VBN
",",127,","
in,127,IN
my,127,PRP$
desperation,127,NN
",",127,","
to,127,TO
go,127,VB
all,127,DT
lengths,127,NNS
.,127,.
``,128,``
Hold,128,VB
her,128,PRP$
arms,128,NNS
",",128,","
Miss,128,NNP
Abbot,128,NNP
:,128,:
she,128,PRP
's,128,VBZ
like,128,IN
a,128,DT
mad,128,JJ
cat,128,NN
.,128,.
'',128,''
``,129,``
For,129,IN
shame,129,NN
!,129,.
for,130,IN
shame,130,NN
!,130,.
'',130,''
cried,131,VBN
the,131,DT
lady's-maid,131,NN
.,131,.
``,132,``
What,132,WP
shocking,132,VBG
conduct,132,NN
",",132,","
Miss,132,NNP
Eyre,132,NNP
",",132,","
to,132,TO
strike,132,VB
a,132,DT
young,132,JJ
gentleman,132,NN
",",132,","
your,132,PRP$
benefactress,132,NN
's,132,POS
son,132,NN
!,132,.
Your,133,PRP$
young,133,JJ
master,133,NN
.,133,.
'',133,''
``,134,``
Master,134,NN
!,134,.
How,135,WRB
is,135,VBZ
he,135,PRP
my,135,PRP$
master,135,NN
?,135,.
Am,136,NNP
I,136,PRP
a,136,DT
servant,136,NN
?,136,.
'',136,''
``,137,``
No,137,DT
;,137,:
you,137,PRP
are,137,VBP
less,137,JJR
than,137,IN
a,137,DT
servant,137,NN
",",137,","
for,137,IN
you,137,PRP
do,137,VBP
nothing,137,NN
for,137,IN
your,137,PRP$
keep,137,NN
.,137,.
There,138,EX
",",138,","
sit,138,VBD
